Time,Name,Address / Platform,Region,Town,Updated_URL
"Saturday, 6:00 PM",friday-night-mens-group,497 Pulaski Road,Greenlawn,Oyster Bay,https://www.narcotics.com/na-meeting/friday-night-mens-group
"Saturday, 6:30 PM",soul-survivors-group,901 Pelhamdale Avenue,Pelham Manor,Oyster Bay,https://www.narcotics.com/na-meeting/soul-survivors-group
"Saturday, 6:30 PM",wonder-women-group,497 Pulaski Road,Greenlawn,Oyster Bay,https://www.narcotics.com/na-meeting/wonder-women-group
"Saturday, 7:30 PM",miracles-on-main-street-group,60 East Main Street,Oyster Bay,Oyster Bay,https://www.narcotics.com/na-meeting/miracles-on-main-street-group
"Saturday, 7:30 PM",coffee-group,196 West Centennial Avenue,Roosevelt,Oyster Bay,https://www.narcotics.com/na-meeting/coffee-group
"Saturday, 7:30 PM",this-must-be-the-place-group,106 Vernon Valley Road,East Northport,Oyster Bay,https://www.narcotics.com/na-meeting/this-must-be-the-place-group
"Saturday, 7:30 PM",back-to-life-group-bronx,Online595 Minnieford Avenue,Bronx,Oyster Bay,https://www.narcotics.com/na-meeting/back-to-life-group-bronx
"Saturday, 7:30 PM",our-primary-purpose-group-amityville,25 Broadway,Amityville,Oyster Bay,https://www.narcotics.com/na-meeting/our-primary-purpose-group-amityville
"Saturday, 8:00 PM",free-on-friday-group,220 Central Avenue,Bethpage,Oyster Bay,https://www.narcotics.com/na-meeting/free-on-friday-group
"Saturday, 9:15 PM",meditation-on-main-street-group,60 East Main Street,Oyster Bay,Oyster Bay,https://www.narcotics.com/na-meeting/meditation-on-main-street-group
"Sunday, 9:00 AM",we-can-with-a-helping-hand-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/we-can-with-a-helping-hand-group
"Sunday, 9:00 AM",miracles-by-the-sea-group,Online75 East Olive Street,Long Beach,Queens,https://www.narcotics.com/na-meeting/miracles-by-the-sea-group
"Sunday, 9:00 AM",rise-and-shine-at-9-group,1926 Prospect Place,Brooklyn,Queens,https://www.narcotics.com/na-meeting/rise-and-shine-at-9-group
"Sunday, 9:00 AM",all-men-on-saturday-group,1344 Clinton Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/all-men-on-saturday-group
"Sunday, 9:00 AM",saturday-morning-serenity-group,Online7 Saint Mark's Place,Yonkers,Queens,https://www.narcotics.com/na-meeting/saturday-morning-serenity-group
"Sunday, 9:00 AM",daybreak-express-group,Online25 Oak Street,Jersey City,Queens,https://www.narcotics.com/na-meeting/daybreak-express-group
"Sunday, 9:30 AM",early-morning-serenity-group,325 East 101 Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/early-morning-serenity-group
"Sunday, 9:30 AM",surrender-on-sundays-group,2750 Gerritsen Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/surrender-on-sundays-group
"Sunday, 9:30 AM",serenity-on-saturday-group-brooklyn,7010 Fort Hamilton Parkway,Brooklyn,Queens,https://www.narcotics.com/na-meeting/serenity-on-saturday-group-brooklyn
"Sunday, 9:30 AM",sanity-on-saturday-group,3710 Glenwood Road,Brooklyn,Queens,https://www.narcotics.com/na-meeting/sanity-on-saturday-group
"Sunday, 10:00 AM",recovering-in-washington-heights-group,729 West 181st Street,New York,Queens,https://www.narcotics.com/na-meeting/recovering-in-washington-heights-group
"Sunday, 10:00 AM",sunday-morning-wake-up-group,2205 1st Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/sunday-morning-wake-up-group
"Sunday, 10:00 AM",serenity-in-harlem-group,2960 Frederick Douglass Boulevard,Manhattan,Queens,https://www.narcotics.com/na-meeting/serenity-in-harlem-group
"Sunday, 10:00 AM",mid-am-recovery-group,2960 Frederick Douglass Boulevard,Manhattan,Queens,https://www.narcotics.com/na-meeting/mid-am-recovery-group
"Sunday, 10:00 AM",men-and-women-clean-and-serene-group,2950 West 25th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/men-and-women-clean-and-serene-group
"Sunday, 10:00 AM",beginning-at-brownsville-group,657 East 98th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/beginning-at-brownsville-group
"Sunday, 10:00 AM",ladies-doing-it-together-group,Online760 Soundview Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/ladies-doing-it-together-group
"Sunday, 10:00 AM",ladies-day-group,Online3424 Kossuth Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/ladies-day-group
"Sunday, 10:00 AM",saturday-morning-wake-up-group-brooklyn,128 Montrose Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/saturday-morning-wake-up-group-brooklyn
"Sunday, 10:00 AM",recovery-downtown-group-brooklyn,40 Vanderbilt Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recovery-downtown-group-brooklyn
"Sunday, 10:00 AM",saturday-morning-meditation-group,760 Soundview Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/saturday-morning-meditation-group
"Sunday, 10:00 AM",serenity-by-the-book-group,103 West 2nd Street,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/serenity-by-the-book-group
"Sunday, 10:00 AM",search-for-serenity-group,3931 Kings Highway,Brooklyn,Queens,https://www.narcotics.com/na-meeting/search-for-serenity-group
"Sunday, 10:15 AM",recovery-at-work-group,16 Main Street,Hempstead,Queens,https://www.narcotics.com/na-meeting/recovery-at-work-group
"Sunday, 10:30 AM",sunday-just-for-today-group-lynbrook,Online1 Saperstein Plaza,Lynbrook,Queens,https://www.narcotics.com/na-meeting/sunday-just-for-today-group-lynbrook
"Sunday, 10:30 AM",am-group,Online130 South Central Avenue,Valley Stream,Queens,https://www.narcotics.com/na-meeting/am-group
"Sunday, 10:30 AM",we-came-to-believe-group,1150 East 229th Street,Bronx,Queens,https://www.narcotics.com/na-meeting/we-came-to-believe-group
"Sunday, 10:45 AM",beginners-group,Online612 Leland Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/beginners-group
"Sunday, 11:00 AM",recovery-today-group,5715 61st Street,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-today-group
"Sunday, 11:00 AM",even-on-sunday-group,97 17 64th Road,Queens,Queens,https://www.narcotics.com/na-meeting/even-on-sunday-group
"Sunday, 11:00 AM",brownsville-recovery-group,318 Livonia Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/brownsville-recovery-group
"Sunday, 11:00 AM",recovery-from-within-group-bronx,Online715 Soundview Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/recovery-from-within-group-bronx
"Sunday, 11:00 AM",saturday-morning-wake-up-group-bronx,295 Saint Anns Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/saturday-morning-wake-up-group-bronx
"Sunday, 11:30 AM",weekend-liberty-group,224 1st Street,Englewood,Queens,https://www.narcotics.com/na-meeting/weekend-liberty-group
"Sunday, 12:00 PM",12-o-clock-mens-group,545 East 11th Street,New York,Queens,https://www.narcotics.com/na-meeting/12-o-clock-mens-group
"Sunday, 12:00 PM",hope-on-sunday-group,88 Hanson Place,Brooklyn,Queens,https://www.narcotics.com/na-meeting/hope-on-sunday-group
"Sunday, 12:15 PM",women-learning-how-group,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/women-learning-how-group
"Sunday, 1:00 PM",regional-women-in-unity-group,109 55 Guy R Brewer Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/regional-women-in-unity-group
"Sunday, 1:00 PM",recovery-at-high-noon-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-at-high-noon-group
"Sunday, 1:00 PM",a-society-of-men-and-women-group,Online1344 Clinton Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/a-society-of-men-and-women-group
"Sunday, 1:00 PM",our-common-welfare-group,177 Myrtle Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/our-common-welfare-group
"Sunday, 1:00 PM",view-of-recovery-group,Online95 Clerk Street,Jersey City,Queens,https://www.narcotics.com/na-meeting/view-of-recovery-group
"Sunday, 1:15 PM",meditation-in-practice-group,273 Bowery,Manhattan,Queens,https://www.narcotics.com/na-meeting/meditation-in-practice-group
"Sunday, 1:30 PM",recovery-on-one-hundred-fiftieth-street-group,143 22 109th Ave,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-on-one-hundred-fiftieth-street-group
"Sunday, 1:30 PM",living-on-livonia-group,318 Livonia Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/living-on-livonia-group
"Sunday, 2:00 PM",clean-on-sunday-group,1545 Atlantic Avnue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/clean-on-sunday-group
"Sunday, 2:00 PM",nothing-macho-group,Online3424 Kossuth Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/nothing-macho-group
"Sunday, 2:00 PM",newcomers-do-recover-group,3424 Kossuth Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/newcomers-do-recover-group
"Sunday, 2:00 PM",harlems-house-of-hope-group,123 West 124th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/harlems-house-of-hope-group
"Sunday, 2:00 PM",life-begins-again-group,2205 1st Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/life-begins-again-group
"Sunday, 2:15 PM",serenity-sunday-group-manhattan,208 West 13th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/serenity-sunday-group-manhattan
"Sunday, 2:30 PM",spiritual-principles-group,581 Mother Gaston Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/spiritual-principles-group
"Sunday, 2:30 PM",let-it-be-group,Online1400 Pelham Parkway South,Bronx,Queens,https://www.narcotics.com/na-meeting/let-it-be-group
"Sunday, 3:00 PM",soho-serenity-group,283 West Broadway,Manhattan,Queens,https://www.narcotics.com/na-meeting/soho-serenity-group
"Sunday, 3:00 PM",11th-step-workshop-group,135 West 31st Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/11th-step-workshop-group
"Sunday, 3:00 PM",spiritual-awakening-group-brooklyn,3244 Avenue U,Brooklyn,Queens,https://www.narcotics.com/na-meeting/spiritual-awakening-group-brooklyn
"Sunday, 3:15 PM",two-and-over-group,2044 7th Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/two-and-over-group
"Sunday, 3:15 PM",recovery-on-first-avenue-group,2205 1st Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-on-first-avenue-group
"Sunday, 3:30 PM",courage-to-surrender-group,2640 Pitkin Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/courage-to-surrender-group
"Sunday, 4:00 PM",dont-pick-up-issues-in-recovery-group,22 East 119th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/dont-pick-up-issues-in-recovery-group
"Sunday, 4:00 PM",free-at-last-group,180 Court Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/free-at-last-group
"Sunday, 4:00 PM",3rd-and-11th-step-workshop-group,620 Marcy Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/3rd-and-11th-step-workshop-group
"Sunday, 4:00 PM",stop-the-drugs-and-live-group,545 60th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/stop-the-drugs-and-live-group
"Sunday, 4:00 PM",mission-is-over-group,357 Marcus Garvey Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/mission-is-over-group
"Sunday, 4:00 PM",freedom-on-sunday-group,195 Maujer Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/freedom-on-sunday-group
"Sunday, 4:15 PM",meditation-on-sunday-group,Online946 College Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/meditation-on-sunday-group
"Sunday, 4:30 PM",recovery-room-group-queens,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-room-group-queens
"Sunday, 4:30 PM",westside-serenity-group,207 West 96th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/westside-serenity-group
"Sunday, 4:30 PM",just-for-today-group-manhattan,743 East 9th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/just-for-today-group-manhattan
"Sunday, 4:45 PM",men-in-grace-group,54 South 6th Avenue,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/men-in-grace-group
"Sunday, 5:00 PM",ready-and-willing-group,Online768 Ocean Avenue,Jersey City,Queens,https://www.narcotics.com/na-meeting/ready-and-willing-group
"Sunday, 5:00 PM",back-to-basics-group-roosevelt,189 Babylon Turnpike,Roosevelt,Queens,https://www.narcotics.com/na-meeting/back-to-basics-group-roosevelt
"Sunday, 5:00 PM",live-at-five-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/live-at-five-group
"Sunday, 5:00 PM",still-a-miracle-group,Online125 West 109 Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/still-a-miracle-group
"Sunday, 5:00 PM",women-in-grace-group,54 South 6th Avenue,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/women-in-grace-group
"Sunday, 5:00 PM",recovery-is-the-point-group,85 North 15th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recovery-is-the-point-group
"Sunday, 5:00 PM",women-on-the-journey-group,206 East 4th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/women-on-the-journey-group
"Sunday, 5:30 PM",searching-for-freedom-group,1846 Randall Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/searching-for-freedom-group
"Sunday, 5:30 PM",rebuilding-in-mens-workshop-group,681 Clarkson Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/rebuilding-in-mens-workshop-group
"Sunday, 6:00 PM",recovery-on-the-rock-group,150 Beach 110th Street,Queens,Queens,https://www.narcotics.com/na-meeting/recovery-on-the-rock-group
"Sunday, 6:00 PM",another-look-group,12-16 West 108th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/another-look-group
"Sunday, 6:00 PM",grupo-humildad,157 Saint Pauls Place,Brooklyn,Queens,https://www.narcotics.com/na-meeting/grupo-humildad
"Sunday, 6:00 PM",clean-at-last-group,2082 East 58th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/clean-at-last-group
"Sunday, 6:00 PM",boys-to-men-group-brooklyn,7301 Ridge Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/boys-to-men-group-brooklyn
"Sunday, 6:00 PM",no-pain-no-gain-group,1285 Fulton Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/no-pain-no-gain-group
"Sunday, 6:00 PM",miracles-on-174th-street-group,1372 Stratford Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/miracles-on-174th-street-group
"Sunday, 6:00 PM",people-in-focus-group,545 60th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/people-in-focus-group
"Sunday, 6:00 PM",alive-in-spring-creek-group,2640 Pitkin Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/alive-in-spring-creek-group
"Sunday, 6:00 PM",sunday-miracles-group,1870 Crotona Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/sunday-miracles-group
"Sunday, 6:00 PM",clean-and-serene-group-queens,33 50 82nd Street,Queens,Queens,https://www.narcotics.com/na-meeting/clean-and-serene-group-queens
"Sunday, 6:00 PM",primary-purpose-group-brooklyn,2020 Foster Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/primary-purpose-group-brooklyn
"Sunday, 6:00 PM",i-am-responsible-group,58 15 Catalpa Avenue,Queens,Queens,https://www.narcotics.com/na-meeting/i-am-responsible-group
"Sunday, 6:00 PM",stop-the-drugs-and-live-group,545 60th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/stop-the-drugs-and-live-group
"Sunday, 6:00 PM",relationships-in-recovery-group,563 Sterling Place,Brooklyn,Queens,https://www.narcotics.com/na-meeting/relationships-in-recovery-group
"Sunday, 6:00 PM",serenity-on-saturday-group-manhattan,208 West 13th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/serenity-on-saturday-group-manhattan
"Sunday, 6:00 PM",na-unity-group,206 East 4th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/na-unity-group
"Sunday, 6:30 PM",the-only-game-in-town-group,131 East 76th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/the-only-game-in-town-group
"Sunday, 6:30 PM",angels-with-dirty-faces-group,Online165 West 86th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/angels-with-dirty-faces-group
"Sunday, 6:30 PM",it-can-be-done-group,2960 Frederick Douglass Boulevard,Manhattan,Queens,https://www.narcotics.com/na-meeting/it-can-be-done-group
"Sunday, 6:30 PM",clean-slate-group-carle-place,534 Broadway,Carle Place,Queens,https://www.narcotics.com/na-meeting/clean-slate-group-carle-place
"Sunday, 6:30 PM",greenpoint-serenity-group,155 Milton Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/greenpoint-serenity-group
"Sunday, 6:30 PM",clean-point-group,155 Milton Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/clean-point-group
"Sunday, 6:30 PM",by-any-means-necessary-group,520 Gates Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/by-any-means-necessary-group
"Sunday, 6:45 PM",live-at-five-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/live-at-five-group
"Sunday, 7:00 PM",unity-on-union-group,82 06 Bell Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/unity-on-union-group
"Sunday, 7:00 PM",steps-on-sunday-group-queens,85 09 118th Street,Queens,Queens,https://www.narcotics.com/na-meeting/steps-on-sunday-group-queens
"Sunday, 7:00 PM",just-for-today-group-queens,30 44 Crescent Street,Queens,Queens,https://www.narcotics.com/na-meeting/just-for-today-group-queens
"Sunday, 7:00 PM",more-recovery-in-progress-group,311 Huguenot Street,New Rochelle,Queens,https://www.narcotics.com/na-meeting/more-recovery-in-progress-group
"Sunday, 7:00 PM",keep-it-green-group-brooklyn,96 South 9th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/keep-it-green-group-brooklyn
"Sunday, 7:00 PM",grupo-buena-voluntad,79 01 Broadway,Elmhurst,Queens,https://www.narcotics.com/na-meeting/grupo-buena-voluntad
"Sunday, 7:00 PM",road-to-recovery-group-brooklyn,385 Avenue W,Brooklyn,Queens,https://www.narcotics.com/na-meeting/road-to-recovery-group-brooklyn
"Sunday, 7:00 PM",saturday-night-recovery-group,1740 Eastchester Road,Bronx,Queens,https://www.narcotics.com/na-meeting/saturday-night-recovery-group
"Sunday, 7:00 PM",serenity-sunday-group-valley-stream,130 South Central Avenue,Valley Stream,Queens,https://www.narcotics.com/na-meeting/serenity-sunday-group-valley-stream
"Sunday, 7:00 PM",last-chance-group,1943 Brown Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/last-chance-group
"Sunday, 7:00 PM",sunday-steps-group,9511 4th Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/sunday-steps-group
"Sunday, 7:00 PM",miracles-happen-group-queens,66 30 60th Place,Queens,Queens,https://www.narcotics.com/na-meeting/miracles-happen-group-queens
"Sunday, 7:15 PM",solid-foundation-group,130 East 25th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/solid-foundation-group
"Sunday, 7:30 PM",steps-and-traditions-to-liberation-group,401 60th Street,West New York,Queens,https://www.narcotics.com/na-meeting/steps-and-traditions-to-liberation-group
"Sunday, 7:30 PM",grupo-contra-viento-y-marea,322 39th Street,Union City,Queens,https://www.narcotics.com/na-meeting/grupo-contra-viento-y-marea
"Sunday, 7:30 PM",asbury-addicts-group,Online265 Asbury Avenue,Westbury,Queens,https://www.narcotics.com/na-meeting/asbury-addicts-group
"Sunday, 7:30 PM",in-out-of-the-cold-group,137 35 Brookville Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/in-out-of-the-cold-group
"Sunday, 7:30 PM",life-in-recovery-group,520 Gates Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/life-in-recovery-group
"Sunday, 7:30 PM",morris-park-group,Online800 Morris Park Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/morris-park-group
"Sunday, 7:30 PM",emergency-room-group-bronx,3751 White Plains Road,Bronx,Queens,https://www.narcotics.com/na-meeting/emergency-room-group-bronx
"Sunday, 7:30 PM",searching-for-freedom-group,1846 Randall Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/searching-for-freedom-group
"Sunday, 7:30 PM",relationships-group-bronx,1512 Webster Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/relationships-group-bronx
"Sunday, 7:30 PM",emergency-room-group-yonkers,2 Park Avenue,Yonkers,Queens,https://www.narcotics.com/na-meeting/emergency-room-group-yonkers
"Sunday, 7:30 PM",candlelight-burning-desire-group,87 South Broadway,Yonkers,Queens,https://www.narcotics.com/na-meeting/candlelight-burning-desire-group
"Sunday, 7:30 PM",surrender-to-win-group-brooklyn,2424 Linden Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/surrender-to-win-group-brooklyn
"Sunday, 7:30 PM",we-do-recover-group-brooklyn,2640 Pitkin Avenue,Brooklyn,Queens,https://www.narcotics.com/na-meeting/we-do-recover-group-brooklyn
"Sunday, 7:30 PM",astoria-recovery-group,41 01 Ditmars Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/astoria-recovery-group
"Sunday, 8:00 PM",rip-group,Online83 Wayne Street,Jersey City,Queens,https://www.narcotics.com/na-meeting/rip-group
"Sunday, 8:00 PM",we-have-a-dream-group,521 West 126th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/we-have-a-dream-group
"Sunday, 8:00 PM",blue-print-to-recovery-group,95 Stewart Avenue,Hicksville,Queens,https://www.narcotics.com/na-meeting/blue-print-to-recovery-group
"Sunday, 8:00 PM",clean-slate-group-brooklyn,70 Bay 47th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/clean-slate-group-brooklyn
"Sunday, 8:00 PM",russian-group,2609 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/russian-group
"Sunday, 8:00 PM",steps-on-the-beach-group,Online75 East Olive Street,Long Beach,Queens,https://www.narcotics.com/na-meeting/steps-on-the-beach-group
"Sunday, 8:00 PM",no-matter-what-group-hempstead,436 South Franklin Street,Hempstead,Queens,https://www.narcotics.com/na-meeting/no-matter-what-group-hempstead
"Sunday, 8:00 PM",alive-in-bed-stuy-group,506 Macdonough Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/alive-in-bed-stuy-group
"Sunday, 8:30 PM",surf-city-group,2701 Oceanside Road,Oceanside,Queens,https://www.narcotics.com/na-meeting/surf-city-group
"Sunday, 8:30 PM",new-step-guide-workshop-group,223 East 117th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/new-step-guide-workshop-group
"Sunday, 8:30 PM",russian-group,2609 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/russian-group
"Sunday, 9:00 PM",hells-kitchen-group,442 West 57th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/hells-kitchen-group
"Sunday, 10:00 PM",late-show-group,16 Main Street,Hempstead,Queens,https://www.narcotics.com/na-meeting/late-show-group
"Sunday, 11:00 PM",no-more-excuses-group-manhattan,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/no-more-excuses-group-manhattan
"Sunday, 11:00 PM",no-more-excuses-group-manhattan,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/no-more-excuses-group-manhattan
"Monday, 7:00 AM",7am-in-the-bronx-group,Online1640 Macombs Road,Bronx,Queens,https://www.narcotics.com/na-meeting/7am-in-the-bronx-group
"Monday, 7:30 AM",7-am-wake-up-group,2960 Frederick Douglass Boulevard,Manhattan,Queens,https://www.narcotics.com/na-meeting/7-am-wake-up-group
"Monday, 9:00 AM",voices-or-choices-group,Online195 Claremont Avenue,Jersey City,Queens,https://www.narcotics.com/na-meeting/voices-or-choices-group
"Monday, 9:00 AM",nine-am-wake-up-group,18 Bleeker Street,New York,Queens,https://www.narcotics.com/na-meeting/nine-am-wake-up-group
"Monday, 9:30 AM",let-there-be-life-group,49 55 Edgecombe Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/let-there-be-life-group
"Monday, 10:00 AM",good-news-is-group,110 54 Farmers Boulevard,Queens,Queens,https://www.narcotics.com/na-meeting/good-news-is-group
"Monday, 10:00 AM",midday-miracles-group,424 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/midday-miracles-group
"Monday, 10:00 AM",strictly-steps-group,424 East 19th Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/strictly-steps-group
"Monday, 12:00 PM",the-beginning-group,230 South 7th Avenue,Mount Vernon,Queens,https://www.narcotics.com/na-meeting/the-beginning-group
"Monday, 12:00 PM",recovery-in-the-afternoon-group-brooklyn,360 Schermerhorn Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/recovery-in-the-afternoon-group-brooklyn
"Monday, 12:15 PM",lunchtime-recovery-group,195 Worth Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/lunchtime-recovery-group
"Monday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Queens,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Monday, 1:00 PM",living-free-group,334 East 14th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/living-free-group
"Monday, 1:00 PM",midtown-matinee-group,209 Madison Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/midtown-matinee-group
"Monday, 1:10 PM",day-by-day-group-woodside,31-31 61st Street,Woodside,Queens,https://www.narcotics.com/na-meeting/day-by-day-group-woodside
"Monday, 2:00 PM",hope-at-two-group,2424 Linden Boulevard,Brooklyn,Queens,https://www.narcotics.com/na-meeting/hope-at-two-group
"Monday, 2:00 PM",recovery-r-us-group,83 Wayne Street,Jersey City,Queens,https://www.narcotics.com/na-meeting/recovery-r-us-group
"Monday, 3:00 PM",spiritual-awakening-group-brooklyn,3244 Avenue U,Brooklyn,Queens,https://www.narcotics.com/na-meeting/spiritual-awakening-group-brooklyn
"Monday, 3:00 PM",3-oclock-group,360 Schermerhorn Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/3-oclock-group
"Monday, 3:00 PM",manhattan-3-oclock-group,139 West 31st Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/manhattan-3-oclock-group
"Monday, 4:00 PM",life-at-99-group,225 West 99th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/life-at-99-group
"Monday, 5:00 PM",meeting-makers-make-it-group,545 East 142nd Street,Bronx,Queens,https://www.narcotics.com/na-meeting/meeting-makers-make-it-group
"Monday, 5:30 PM",living-ahora-group,2205 1st Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/living-ahora-group
"Monday, 5:30 PM",recovery-on-the-cross-bronx-group,1870 Crotona Avenue,Bronx,Queens,https://www.narcotics.com/na-meeting/recovery-on-the-cross-bronx-group
"Monday, 6:00 PM",mens-issues-in-recovery-group,228 Grand Avenue,Englewood,Queens,https://www.narcotics.com/na-meeting/mens-issues-in-recovery-group
"Monday, 6:00 PM",mens-issues-group,228 Grand Avenue,Englewood,Queens,https://www.narcotics.com/na-meeting/mens-issues-group
"Monday, 6:00 PM",steps-to-life-group-manhattan,743 East 9th Street,Manhattan,Queens,https://www.narcotics.com/na-meeting/steps-to-life-group-manhattan
"Monday, 6:00 PM",recovery-on-the-hill-group-manhattan,1727 Amsterdam Avenue,Manhattan,Queens,https://www.narcotics.com/na-meeting/recovery-on-the-hill-group-manhattan
"Monday, 6:00 PM",happy-hour-group,360 Schermerhorn Street,Brooklyn,Queens,https://www.narcotics.com/na-meeting/happy-hour-group
