Time,Name,Address / Platform,Region,Town
"Wednesday, 7:00 AM",7am In the Bronx Group,Online1640 Macombs Road,Bronx,Queens
"Wednesday, 7:30 AM",7 AM Wake Up Group,2960 Frederick Douglass Boulevard,Manhattan,Queens
"Wednesday, 9:00 AM",Nine AM Wake Up Group,18 Bleeker Street,New York,Queens
"Wednesday, 9:30 AM",Let There Be Life Group,49 55 Edgecombe Avenue,Manhattan,Queens
"Wednesday, 9:30 AM",Crossroads to Recovery Group Jersey City,1 Highland Avenue,Jersey City,Queens
"Wednesday, 10:00 AM",Good News Is Group,110 54 Farmers Boulevard,Queens,Queens
"Wednesday, 10:00 AM",Midday Miracles Group,424 East 19th Street,Brooklyn,Queens
"Wednesday, 10:00 AM",Strictly Steps Group,424 East 19th Street,Brooklyn,Queens
"Wednesday, 11:00 AM",Recovery On The Southside Group,143 22 109th Ave,Queens,Queens
"Wednesday, 12:00 PM",Surrender To Win Group North Bergen,5029 Kennedy Boulevard,North Bergen,Queens
"Wednesday, 12:00 PM",The Beginning Group,230 South 7th Avenue,Mount Vernon,Queens
"Wednesday, 12:00 PM",Recovery in the Afternoon Group Brooklyn,360 Schermerhorn Street,Brooklyn,Queens
"Wednesday, 1:00 PM",Hope in Hicksville Group,95 Stewart Avenue,Hicksville,Queens
"Wednesday, 1:00 PM",Underground Recovery Group,92 13 147th Place,Jamaica,Queens
"Wednesday, 1:00 PM",Meeting Makers Make It Group,545 East 142nd Street,Bronx,Queens
"Wednesday, 1:00 PM",Living Free Group,334 East 14th Street,Manhattan,Queens
"Wednesday, 1:00 PM",Midtown Matinee Group,209 Madison Avenue,Manhattan,Queens
"Wednesday, 2:00 PM",Hope at Two Group,2424 Linden Boulevard,Brooklyn,Queens
"Wednesday, 3:00 PM",Strength in Recovery Group,2122 7th Avenue,Manhattan,Queens
"Wednesday, 3:00 PM",Spiritual Awakening Group Brooklyn,3244 Avenue U,Brooklyn,Queens
"Wednesday, 3:00 PM",Manhattan 3 OClock Group,139 West 31st Street,Manhattan,Queens
"Wednesday, 5:00 PM",Westside Steps to Recovery Group,213 West 82nd Street,Manhattan,Queens
"Wednesday, 5:30 PM",Recovery On Inwood Group,1545 Inwood Avenue,Bronx,Queens
"Wednesday, 5:45 PM",Two for One Group,110 54 Farmers Boulevard,Queens,Queens
"Wednesday, 6:00 PM",Living Clean The Journey Continues Group,1545 Atlantic Avnue,Brooklyn,Queens
"Wednesday, 6:00 PM",Lost Tribe Group,Online1740 Eastchester Road,Bronx,Queens
"Wednesday, 6:00 PM",Second Chance Group Brooklyn,105 Carlton Avenue,Brooklyn,Queens
"Wednesday, 6:00 PM",Searching for Freedom Group,1846 Randall Avenue,Bronx,Queens
"Wednesday, 6:30 PM",Women on Wednesday New Beginnings Group,196 West Centennial Avenue,Roosevelt,Queens
"Wednesday, 6:30 PM",My Sisters Keeper Group,289 Saint Nicholas Avenue,Manhattan,Queens
"Wednesday, 6:30 PM",Men Living Clean The Journey Continues Group,729 West 181st Street,Manhattan,Queens
"Wednesday, 6:30 PM",All Kinds Of Relationships Group,244 West 144th Street,Manhattan,Queens
"Wednesday, 6:30 PM",ABCs To Recovery Group,206 East 11th Street,Manhattan,Queens
"Wednesday, 6:30 PM",Bridge Over Troubled Water Group,560 Balcom Avenue,Bronx,Queens
"Wednesday, 6:30 PM",Shot At Life Group,20 East 1st Street,Mount Vernon,Queens
"Wednesday, 6:30 PM",Westside Women Group,137 West 31st Street,Manhattan,Queens
"Wednesday, 6:30 PM",Uptown Mens Group,237 East 104th Street,Manhattan,Queens
"Wednesday, 7:00 PM",Recuperacion on the Lower East Side Group,200 Madison Street,Manhattan,Queens
"Wednesday, 7:00 PM",Right Step Group,87 South Broadway,Yonkers,Queens
"Wednesday, 7:00 PM",Men Supporting Men Group,521 West 126th Street,Manhattan,Queens
"Wednesday, 7:00 PM",Listen to Learn Group Brooklyn,563 Sterling Place,Brooklyn,Queens
"Wednesday, 7:00 PM",Foundation Group Brooklyn,7301 Ridge Boulevard,Brooklyn,Queens
"Wednesday, 7:00 PM",Evening Serenity Group,3044 Coney Island Avenue,Brooklyn,Queens
"Wednesday, 7:00 PM",Ultimate Weapon Group Brooklyn,2020 Foster Avenue,Brooklyn,Queens
"Wednesday, 7:00 PM",Recovery On St Anns,319 Saint Ann's Avenue,Bronx,Queens
"Wednesday, 7:00 PM",Recovery On Crotona Group,1870 Crotona Avenue,Bronx,Queens
"Wednesday, 7:00 PM",Miracles In Co op City Group,159 Dreiser Loop,Bronx,Queens
"Wednesday, 7:00 PM",Miracles Can Happen Group,3751 White Plains Road,Bronx,Queens
"Wednesday, 7:00 PM",Keeping It Green Group Bronx,1619 Bronx River Avenue,Bronx,Queens
"Wednesday, 7:00 PM",Foundation To Recovery Group,Online2969 Otis Avenue,Bronx,Queens
"Wednesday, 7:00 PM",Recovery From Within Group Brooklyn,3710 Glenwood Road,Brooklyn,Queens
"Wednesday, 7:00 PM",Grupo Los Contentos,530 35th Street,Union City,Queens
"Wednesday, 7:00 PM",Womens Recovery Workshop Group,7010 Fort Hamilton Parkway,Brooklyn,Queens
"Wednesday, 7:15 PM",Merge for Recovery Group,765 Lafayette Avenue,Brooklyn,Queens
"Wednesday, 7:15 PM",It Works How And Why Group Franklin Square,619 Fenworth Boulevard,Franklin Square,Queens
"Wednesday, 7:15 PM",Breaking The Chains Group,130 East 25th Street,Manhattan,Queens
"Wednesday, 7:30 PM",Today We Live Group Jersey City,Online83 Wayne Street,Jersey City,Queens
"Wednesday, 7:30 PM",Relax in Recovery Group,555 Palisade Avenue,Cliffside Park,Queens
"Wednesday, 7:30 PM",Two for One Group,110 54 Farmers Boulevard,Queens,Queens
"Wednesday, 7:30 PM",Recover And Live Group,85 18 61st Road,Queens,Queens
"Wednesday, 7:30 PM",Our Whole Lives Ahead of Us Group,232 West 11th Street,Manhattan,Queens
"Wednesday, 7:30 PM",Its About Time Group,2648 Gerritsen Avenue,Brooklyn,Queens
"Wednesday, 7:30 PM",It Gets Better Group Brooklyn,1950 Bedford Avenue,Brooklyn,Queens
"Wednesday, 7:30 PM",Where the Winners Are Group,829 Saratoga Avenue,Brooklyn,Queens
"Wednesday, 7:30 PM",Esperanza Today Group,96 South 9th Street,Brooklyn,Queens
"Wednesday, 7:30 PM",But One Primary Purpose Group,Online2125 Watson Avenue,Bronx,Queens
"Wednesday, 7:30 PM",Bells To Recovery Group,2345 University Avenue,Bronx,Queens
"Wednesday, 7:30 PM",We Can Group,3424 Kossuth Avenue,Bronx,Queens
"Wednesday, 7:30 PM",Recovery From The Inside Group,81 Maple Avenue,Hempstead,Queens
"Wednesday, 7:30 PM",New Attitudes Group Manhattan,2044 7th Avenue,Manhattan,Queens
"Wednesday, 7:30 PM",Faith And Hope in Recovery Group,30 44 Crescent Street,Queens,Queens
"Wednesday, 8:00 PM",Mid Island Connection Group,Online474 Wantagh Avenue,Levittown,Queens
"Wednesday, 8:00 PM",Recovery on Nostrand Group,3495 Nostrand Avenue,Brooklyn,Queens
"Wednesday, 8:00 PM",Steps On The Beach Group,Online75 East Olive Street,Long Beach,Queens
"Wednesday, 8:00 PM",Clean Machine Group Brooklyn,249 9th Street,Brooklyn,Queens
"Wednesday, 8:30 PM",ABC Steps To Recovery Group,Online206 East 11th Street,Manhattan,Queens
"Wednesday, 9:00 PM",Kosher Recovery Group,612 Maple Street,Brooklyn,Queens
"Wednesday, 11:00 PM",No More Excuses Group Manhattan,49 55 Edgecombe Avenue,Manhattan,Queens
"Thursday, 7:00 AM",7am In the Bronx Group,Online1640 Macombs Road,Bronx,Queens
"Thursday, 7:30 AM",7 AM Wake Up Group,2960 Frederick Douglass Boulevard,Manhattan,Queens
"Thursday, 9:00 AM",Nine AM Wake Up Group,18 Bleeker Street,New York,Queens
"Thursday, 9:30 AM",Let There Be Life Group,49 55 Edgecombe Avenue,Manhattan,Queens
"Thursday, 10:00 AM",Good News Is Group,110 54 Farmers Boulevard,Queens,Queens
"Thursday, 10:00 AM",Midday Miracles Group,424 East 19th Street,Brooklyn,Queens
"Thursday, 10:00 AM",Strictly Steps Group,424 East 19th Street,Brooklyn,Queens
"Thursday, 11:00 AM",Recovery On The Southside Group,143 22 109th Ave,Queens,Queens
"Thursday, 12:00 PM",The Beginning Group,230 South 7th Avenue,Mount Vernon,Queens
"Thursday, 12:00 PM",Recovery in the Afternoon Group Brooklyn,360 Schermerhorn Street,Brooklyn,Queens
"Thursday, 12:15 PM",RAW Group,760 Broadway,Brooklyn,Queens
"Thursday, 12:30 PM",Meditation Lunch Group,28 West 27th Street,Manhattan,Queens
"Thursday, 1:00 PM",Hope in Hicksville Group,95 Stewart Avenue,Hicksville,Queens
"Thursday, 1:00 PM",Recovery In the Afternoon Group Bronx,439 East 238th Street,Bronx,Queens
"Thursday, 1:00 PM",Living Free Group,334 East 14th Street,Manhattan,Queens
"Thursday, 1:10 PM",Day By Day Group Woodside,31-31 61st Street,Woodside,Queens
"Thursday, 2:00 PM",Hope at Two Group,2424 Linden Boulevard,Brooklyn,Queens
"Thursday, 2:30 PM",Meeting Makers Make It Group,545 East 142nd Street,Bronx,Queens
"Thursday, 2:30 PM",Keeping it Simple Group Manhattan,73 75 Malcom X Boulevard,Manhattan,Queens
"Thursday, 3:00 PM",Spiritual Awakening Group Brooklyn,3244 Avenue U,Brooklyn,Queens
"Thursday, 3:00 PM",3 OClock Group,360 Schermerhorn Street,Brooklyn,Queens
"Thursday, 3:00 PM",Manhattan 3 OClock Group,139 West 31st Street,Manhattan,Queens
"Thursday, 4:00 PM",Second Chance at Life Group,200 12 Hollis Avenue,Queens,Queens
"Thursday, 5:00 PM",We Can Do It Group,521 West 126th Street,Manhattan,Queens
"Thursday, 5:15 PM",No Matter What Group Manhattan,743 East 9th Street,Manhattan,Queens
"Thursday, 5:30 PM",Aging In Recovery Group Manhattan,Online163 Saint Nicholas Avenue<br />,Manhattan,Queens
"Thursday, 5:30 PM",Men In Recovery Today Group,809 Westchester Avenue,Bronx,Queens
"Thursday, 5:30 PM",Women do Recover Group Bronx,809 Westchester Avenue,Bronx,Queens
"Thursday, 6:00 PM",Claver Clean and Alive Group,141 Chauncey Street,Brooklyn,Queens
"Thursday, 6:00 PM",New Beginnings Group Brooklyn,360 Schermerhorn Street,Brooklyn,Queens
"Thursday, 6:00 PM",This Too Shall Pass Group,1807 Clinton Avenue,Bronx,Queens
"Thursday, 6:00 PM",Saturday Night Recovery Group,1740 Eastchester Road,Bronx,Queens
"Thursday, 6:15 PM",Second Lives Group,283 West Broadway,Manhattan,Queens
"Thursday, 6:30 PM",Seize the Day Group,220 East 76th Street,Manhattan,Queens
"Thursday, 6:30 PM",Best Thing Going Group,110 54 Farmers Boulevard,Queens,Queens
"Thursday, 6:30 PM",Better Way Begginner Group,681 Clarkson Avenue,Brooklyn,Queens
"Thursday, 6:30 PM",Survival in Coney Island Group,2950 West 25th Street,Brooklyn,Queens
"Thursday, 6:30 PM",It Gets Real Group,1316 Boston Road,Bronx,Queens
"Thursday, 6:30 PM",Recovery on Knickerbocker Group,832 Knickerbocker Avenue,Brooklyn,Queens
"Thursday, 6:30 PM",Looking for a New Way Group,250 South 6th Avenue,Mount Vernon,Queens
"Thursday, 7:00 PM",Topic for Recoveery Group,8 13 Astoria Boulevard,Queens,Queens
"Thursday, 7:00 PM",Stepping to Life Group,66 30 60th Place,Queens,Queens
"Thursday, 7:00 PM",Washington Heights Group,268 Wadsworth Avenue,Manhattan,Queens
"Thursday, 7:00 PM",Solution Group Manhattan,16 Clarkson Street,Manhattan,Queens
"Thursday, 7:00 PM",See The Light Group Yonkers,11-23 Saint Casimir Avenue,Yonkers,Queens
"Thursday, 7:00 PM",Recurring Themes Group,10 Nathan D Perlman Place,Manhattan,Queens
"Thursday, 7:00 PM",Recovery in the Lower Group,630 East 6th Street,Manhattan,Queens
"Thursday, 7:00 PM",Recovery on Main Street Group,16 Main Street,Hempstead,Queens
"Thursday, 7:00 PM",Evening Serenity Group,3044 Coney Island Avenue,Brooklyn,Queens
"Thursday, 7:00 PM",Structure at the Park Group,1734 Williamsbridge Road,Bronx,Queens
"Thursday, 7:00 PM",Recovery Room Group Bronx,3424 Kossuth Avenue,Bronx,Queens
"Thursday, 7:00 PM",Convent Group,Online521 West 126th Street,Manhattan,Queens
"Thursday, 7:00 PM",Hope in The Projects Group,2 West 115th Street,Manhattan,Queens
"Thursday, 7:00 PM",Change at Woodside Group,39 60 57th Street,Queens,Queens
"Thursday, 7:00 PM",It Starts Here Group,340 West 85th Street,Manhattan,Queens
"Thursday, 7:15 PM",Miracles on 104th Street Group,161 East 104th Street,Manhattan,Queens
"Thursday, 7:15 PM",Crossover to Recovery Group,765 Lafayette Avenue,Brooklyn,Queens
"Thursday, 7:30 PM",Welcome to Life Group,109 55 Guy R Brewer Boulevard,Queens,Queens
"Thursday, 7:30 PM",Kick It and Stay Clean Group,600 New Hyde Park Road,New Hyde Park,Queens
"Thursday, 7:30 PM",Recovery on the Rock Group,150 Beach 110th Street,Queens,Queens
"Thursday, 7:30 PM",Clean in Queens Group,Online103 10 101st Avenue,Queens,Queens
"Thursday, 7:30 PM",Steps to Freedom Group Brooklyn,1387 East 37th Street,Brooklyn,Queens
"Thursday, 7:30 PM",Spirit Alive Workshop Group,1020 Van Siclen Avenue,Brooklyn,Queens
"Thursday, 7:30 PM",How Are We Living Group,3751 White Plains Road,Bronx,Queens
"Thursday, 7:30 PM",7th Heaven Bridge Back to Life Group,410 6th Avenue,Brooklyn,Queens
"Thursday, 7:30 PM",Why it Works Group,2380 East Tremont Avenue,Bronx,Queens
"Thursday, 7:30 PM",Power Within Group,Online440 Hoboken Avenue,Jersey City,Queens
"Thursday, 7:30 PM",Miracles on 20th Avenue Group,2001 Bay Ridge Parkway,Brooklyn,Queens
"Thursday, 7:30 PM",Survivors Group,79 05 31st Avenue,Queens,Queens
"Thursday, 7:30 PM",Back Together Again Group,400 Lincoln Road,Brooklyn,Queens
"Thursday, 7:30 PM",Saving A Life Group,161 South 3rd Street,Brooklyn,Queens
"Thursday, 7:45 PM",Practicing Principles Group,283 West Broadway,Manhattan,Queens
"Thursday, 8:00 PM",Courage to Change Group West New York,320 64th Street,West New York,Queens
"Thursday, 8:00 PM",Straight Edge Group,514 Abbott Avenue,Ridgefield,Queens
"Thursday, 8:00 PM",Merrick Sunrise Group,2101 William Place,Merrick,Queens
"Thursday, 8:00 PM",Growing Together Group,Online505 Willis Avenue,Williston Park,Queens
"Thursday, 8:00 PM",Roslyn Mens Group,Online1579 Northern Boulevard,Roslyn,Queens
"Thursday, 8:00 PM",New Connection Group,95 Stewart Avenue,Hicksville,Queens
"Thursday, 8:00 PM",Gates to Recovery Group Brooklyn,520 Gates Avenue,Brooklyn,Queens
"Thursday, 8:00 PM",Conscious Contact Meditation Group,1933 Bath Avenue,Brooklyn,Queens
"Thursday, 8:00 PM",Recovery Island Group,113 City Island Avenue,Bronx,Queens
"Thursday, 8:00 PM",Recovery on Nostrand Group,3495 Nostrand Avenue,Brooklyn,Queens
"Thursday, 8:00 PM",Recovery in the Garden Group,360 Schermerhorn Street,Brooklyn,Queens
"Thursday, 8:15 PM",Id Rather Be Here Group,18 Bleeker Street,New York,Queens
"Thursday, 11:00 PM",No More Excuses Group Manhattan,49 55 Edgecombe Avenue,Manhattan,Queens
"Saturday, 7:00 AM",7am In the Bronx Group,Online1640 Macombs Road,Bronx,Queens
"Saturday, 7:30 AM",7 AM Wake Up Group,2960 Frederick Douglass Boulevard,Manhattan,Queens
"Saturday, 9:00 AM",We Are not Unique Group,1 Highland Avenue,Jersey City,Queens
"Saturday, 9:00 AM",Nine AM Wake Up Group,18 Bleeker Street,New York,Queens
"Saturday, 9:30 AM",Let There Be Life Group,49 55 Edgecombe Avenue,Manhattan,Queens
"Saturday, 10:00 AM",Good News Is Group,110 54 Farmers Boulevard,Queens,Queens
"Saturday, 10:00 AM",Midday Miracles Group,424 East 19th Street,Brooklyn,Queens
"Saturday, 10:00 AM",Strictly Steps Group,424 East 19th Street,Brooklyn,Queens
"Saturday, 11:00 AM",Hope For The Hood Group,11-23 Saint Casimir Avenue,Yonkers,Queens
"Saturday, 12:00 PM",The Beginning Group,230 South 7th Avenue,Mount Vernon,Queens
"Saturday, 12:00 PM",Recovery in the Afternoon Group Brooklyn,360 Schermerhorn Street,Brooklyn,Queens
"Saturday, 1:00 PM",Daystar Group,95 Stewart Avenue,Hicksville,Queens
"Saturday, 1:00 PM",Meeting Makers Make It Group,545 East 142nd Street,Bronx,Queens
"Saturday, 1:00 PM",Living Free Group,334 East 14th Street,Manhattan,Queens
"Saturday, 1:00 PM",Midtown Matinee Group,209 Madison Avenue,Manhattan,Queens
"Saturday, 1:10 PM",Day By Day Group Woodside,31-31 61st Street,Woodside,Queens
"Saturday, 2:00 PM",Thank God its Friday Group,83 Wayne Street,Jersey City,Queens
"Saturday, 2:00 PM",Hope at Two Group,2424 Linden Boulevard,Brooklyn,Queens
"Saturday, 2:00 PM",People Over Personalities Group,368 East148th Street,Bronx,Queens
"Saturday, 3:00 PM",Spiritual Awakening Group Brooklyn,3244 Avenue U,Brooklyn,Queens
"Saturday, 3:00 PM",Manhattan 3 OClock Group,139 West 31st Street,Manhattan,Queens
"Saturday, 5:15 PM",No Matter What Group Manhattan,743 East 9th Street,Manhattan,Queens
"Saturday, 6:00 PM",Another Look Group,Online12-16 West 108th Street,Manhattan,Queens
"Saturday, 6:00 PM",Men of Integrity Group,360 Schermerhorn Street,Brooklyn,Queens
"Saturday, 6:00 PM",Women Growing In Recovery,124 Henry Street,Brooklyn,Queens
"Saturday, 6:00 PM",No Pain No Gain Group,1285 Fulton Avenue,Bronx,Queens
"Saturday, 6:00 PM",God And Love Group,Online448 East 149th Street,Bronx,Queens
"Saturday, 6:00 PM",Miracle on Friday Group,519 Rockaway Avenue,Brooklyn,Queens
"Saturday, 6:00 PM",Yes We Can Recover Group,107 20 Northern Boulevard,Queens,Queens
"Saturday, 6:00 PM",Build Or Destroy Group,2122 7th Avenue,Manhattan,Queens
"Saturday, 6:00 PM",Friday Focus Group,12 West 12th Street,Manhattan,Queens
"Saturday, 6:30 PM",Soul Survivors Group,901 Pelhamdale Avenue,Pelham Manor,Queens
"Saturday, 6:30 PM",Belly Of The Beast Group,Online2205 1st Avenue,Manhattan,Queens
"Saturday, 6:30 PM",Its About Change Group,16 Clarkson Street,Manhattan,Queens
"Saturday, 6:30 PM",Brooklyn Heights Group,254 Hicks Street,Brooklyn,Queens
"Saturday, 6:30 PM",Steps to Recovery Group Brooklyn,620 Hart Street,Brooklyn,Queens
"Saturday, 6:30 PM",Remember the Pain Group Brooklyn,534 Livonia Avenue,Brooklyn,Queens
"Saturday, 6:30 PM",2nd Chance Group,2604 3rd Avenue,Bronx,Queens
"Saturday, 6:30 PM",Recovery and Beyond Group,Online492 Bramhall Avenue,Jersey City,Queens
"Saturday, 6:30 PM",A Greater Consciousness Group,223 East 117th Street,Manhattan,Queens
"Saturday, 6:30 PM",The Journey Continues Group,280 Ralph Avenue,Brooklyn,Queens
"Saturday, 6:45 PM",Keep it Simple Group Queens,185 15 Baisley Boulevard,Queens,Queens
"Saturday, 6:45 PM",Recuperacion for Today Group,206 East 11th Street,Manhattan,Queens
"Saturday, 7:00 PM",Meeting With No Name Group,157 11 111th Avenue,Queens,Queens
"Saturday, 7:00 PM",Uptown Friday Night Group,608 Isham Street,Manhattan,Queens
"Saturday, 7:00 PM",Remember the Pain Group Manhattan,2960 Frederick Douglass Boulevard,Manhattan,Queens
"Saturday, 7:00 PM",Home Away From Home Group,228 East 3rd Street,Manhattan,Queens
"Saturday, 7:00 PM",Journey Begins Group,195 Maujer Street,Brooklyn,Queens
"Saturday, 7:00 PM",Wisdom to Know Group,1372 174th Street,Bronx,Queens
"Saturday, 7:00 PM",Courage To Change Group Yonkers,Online854 Midland Avenue,Yonkers,Queens
"Saturday, 7:00 PM",Freedom on East 57th Street Group,1304 East 57th Street,Brooklyn,Queens
"Saturday, 7:00 PM",Flatbush Recovery Group,157 Saint Pauls Place,Brooklyn,Queens
"Saturday, 7:00 PM",Freedom Group Manhattan,630 East 6th Street,Manhattan,Queens
"Saturday, 7:00 PM",Courage To Face Everything And Recover Group,49 Fulton Street,Manhattan,Queens
"Saturday, 7:30 PM",Coffee Group,196 West Centennial Avenue,Roosevelt,Queens
"Saturday, 7:30 PM",Recovery Under the Stars Group,109th Street,Queens,Queens
"Saturday, 7:30 PM",Square Roots To Recovery Group,2 Park Avenue,Yonkers,Queens
"Saturday, 7:30 PM",Conscious Contact Group,30 44 Crescent Street,Queens,Queens
"Saturday, 7:30 PM",Recovery at the Rio Group,530 West 178th Street,Manhattan,Queens
"Saturday, 7:30 PM",You Get What You Need Group,1751 Second Avenue,Manhattan,Queens
"Saturday, 7:30 PM",Leap of Faith The Journey Continues Group,21 Mount Morris Park West 16,Manhattan,Queens
"Saturday, 7:30 PM",Evening Serenity Group,3044 Coney Island Avenue,Brooklyn,Queens
"Saturday, 7:30 PM",Alive in Williamsburg Group,10 Withers Street,Brooklyn,Queens
"Saturday, 7:30 PM",One Step At A Time Group,Online600 Soundview Avenue,Bronx,Queens
"Saturday, 7:30 PM",Newcomers Recover Too Group,50 West Mount Eden Avenue,Bronx,Queens
"Saturday, 7:30 PM",Living With Hope Group,2281 Southern Boulevard,Bronx,Queens
"Saturday, 7:30 PM",Friday Web To Recovery Group,Online2759 Webster Avenue,Bronx,Queens
"Saturday, 7:30 PM",Back To Life Group Bronx,Online595 Minnieford Avenue,Bronx,Queens
"Saturday, 7:30 PM",The Little Meeting Group,Online1740 Eastchester Road,Bronx,Queens
"Saturday, 7:30 PM",Grupo Unidos Nos Recuperamos,Online201 Central Avenue,Jersey City,Queens
"Saturday, 7:30 PM",Change is the Game Group,50 Ascan Avenue,Queens,Queens
"Saturday, 7:30 PM",Miracle is Alive 4th Step Group,89 Porter Avenue,Brooklyn,Queens
"Saturday, 8:00 PM",TGIF After Hours Group,9020 3rd Avenue,Brooklyn,Queens
"Saturday, 8:00 PM",Stepping Up Group,520 Gates Avenue,Brooklyn,Queens
"Saturday, 8:00 PM",Steps On The Beach Group,Online75 East Olive Street,Long Beach,Queens
"Saturday, 8:00 PM",Candlelight On Madison Group,1589 Madison Avenue,Manhattan,Queens
"Saturday, 8:30 PM",Keep it Simple Group Queens,185 15 Baisley Boulevard,Queens,Queens
"Saturday, 9:00 PM",Finally Found A Home Group,Online206 East 11th Street,Manhattan,Queens
"Saturday, 10:00 PM",Living In The Solution Group,68 Palisade Avenue,Yonkers,Queens
"Saturday, 11:00 PM",No More Excuses Group Manhattan,49 55 Edgecombe Avenue,Manhattan,Queens
"Saturday, 11:00 PM",Our Primary Purpose Group Bronx,3154 Fish Avenue,Bronx,Queens
"Sunday, 7:00 PM",Keep It Simple Group Mattituck,12605 Main Road,Mattituck,Riverhead
"Sunday, 7:00 PM",Perpetual Change Group,Online204 East Main Street,Riverhead,Riverhead
"Sunday, 7:30 PM",Message of Hope Group Riverhead,Online573 Roanoke Avenue,Riverhead,Riverhead
"Sunday, 10:00 PM",Lit Recovery Group,Online573 Roanoke Avenue,Riverhead,Riverhead
"Monday, 7:00 PM",Raw Recovery Group,Online15 Herkimer Street,Mastic,Riverhead
"Monday, 7:30 PM",Imagine Group,Online40 Main Street,Westhampton Beach,Riverhead
"Tuesday, 7:00 PM",Simple Minded Group,Online12605 Main Road,Mattituck,Riverhead
"Tuesday, 7:30 PM",Men with Men Group,573 Roanoke Avenue,Riverhead,Riverhead
"Wednesday, 5:15 PM",Recovery on The Pond Group,820 Pond View Road,Riverhead,Riverhead
"Wednesday, 7:30 PM",Imagine Group,40 Main Street,Westhampton Beach,Riverhead
"Wednesday, 8:00 PM",Wish U Were Here Group,656 Main Road,Aquebogue,Riverhead
"Wednesday, 8:30 PM",North Shore Serenity Group,Online260 Route 25 A,Wading River,Riverhead
"Thursday, 7:00 PM",All Together Now Group,12605 Main Road,Mattituck,Riverhead
"Thursday, 7:30 PM",Recovery by the Barn Group,9 Terrace Drive,Hampton Bays,Riverhead
"Thursday, 7:30 PM",Women with the Women Group Aquebogue,656 Main Road,Aquebogue,Riverhead
"Saturday, 7:00 PM",Raw Recovery Group,Online15 Herkimer Street,Mastic,Riverhead
"Saturday, 7:30 PM",Rareroad to Recovery Group,28 Ocean Avenue,Center Moriches,Riverhead
"Saturday, 7:30 PM",Life After Drugs Group,27905 Main Road,Cutchogue,Riverhead
"Saturday, 8:30 PM",Message of Hope Group Riverhead,Online573 Roanoke Avenue,Riverhead,Riverhead
"Sunday, 7:00 AM",Hope by the Harbor Group,99 Ketcham Street,Northport,Smithtown
"Sunday, 9:00 AM",Choose Your Weapon Group,240 Main Street,Huntington,Smithtown
"Sunday, 9:00 AM",Our Sunday Step Group,115 Leonardo Da Vinci Street,Copiague,Smithtown
"Sunday, 10:00 AM",Shelter Rock Live,178 Cold Spring Road,Syosset,Smithtown
"Sunday, 10:00 AM",New Life Group Amityville,48 Cedar Road,Amityville,Smithtown
"Sunday, 11:00 AM",Serenity In Sayville Group,131 Middle Road,Sayville,Smithtown
"Sunday, 11:30 AM",Steps into the Hugs Group,189 Burr Road,East Northport,Smithtown
"Sunday, 1:00 PM",New Awakenings Group,141 Wolf Hill Road,Huntington Station,Smithtown
"Sunday, 2:00 PM",Old School Recovery Group,20 Simmons Street,Copiague,Smithtown
"Sunday, 3:00 PM",Time Doesnt Matter Group,2 Monroe Street,Amityville,Smithtown
"Sunday, 5:00 PM",Surrender on Sunday Group,48 Cedar Road,Amityville,Smithtown
"Sunday, 6:00 PM",Its a Spiritual Solution Group,130 Main Street,Northport,Smithtown
"Sunday, 7:00 PM",Never Again Group Huntington,240 Main Street,Huntington,Smithtown
"Sunday, 7:00 PM",HOW We Live Group,1140 Locust Avenue,Bohemia,Smithtown
"Sunday, 7:30 PM",Sicker Than Most Group,107 East Main Street,Bay Shore,Smithtown
"Sunday, 7:30 PM",One Flight Up Group,107 East Main Street,Bay Shore,Smithtown
"Sunday, 8:00 PM",Saturday Night Alive Group,Online425 Hawkins Road,Selden,Smithtown
"Monday, 12:30 PM",Recovery Can Happen Group,Online48 Greene Avenue,Sayville,Smithtown
"Monday, 7:15 PM",Recovery Doesnt Stop Group,1101 Lakeland Avenue,Bohemia,Smithtown
"Monday, 7:30 PM",Courage to Change Group Sayville,131 Middle Road,Sayville,Smithtown
"Monday, 7:30 PM",Keep It Green Group Huntington,125 Main Street,Huntington,Smithtown
"Monday, 7:30 PM",Serenity Now Group,134 Middle Country Road,Coram,Smithtown
"Monday, 8:00 PM",Sick Not Twisted Group,Online39 North Carl Avenue,Babylon,Smithtown
"Monday, 8:30 PM",KISS Group Bohemia,1140 Locust Avenue,Bohemia,Smithtown
"Tuesday, 11:00 AM",Experience Strength and Hope in the Morning Group,155 Indian Head Road,Commack,Smithtown
"Tuesday, 12:30 PM",Recovery Can Happen Group,Online48 Greene Avenue,Sayville,Smithtown
"Tuesday, 6:30 PM",New Attitudes Group Bay Shore,107 East Main Street,Bay Shore,Smithtown
"Tuesday, 6:30 PM",New Beginnings Group Amityville,2 Monroe Street,Amityville,Smithtown
"Tuesday, 7:00 PM",Simply Women Group,Online48 Greene Avenue,Sayville,Smithtown
"Tuesday, 7:00 PM",Your Basic Step Group,Pulaski Road at New York Avenue,Huntington Station,Smithtown
"Tuesday, 7:30 PM",Men with a Message Group,385 Sunrise Highway North Service Road,Patchogue,Smithtown
"Tuesday, 7:30 PM",Never Alone Group Northport,130 Main Street,Northport,Smithtown
"Tuesday, 7:30 PM",Step In Time Group,111 Nassau Avenue,Islip,Smithtown
